edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
15,3.51,1,26.12,59,Hombre,Soltero,Urbana,Magdalena,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,11,4,2022,0,0,0
22,2.93,1,3.98,31,Mujer,Soltero,Urbana,Risaralda,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Bellas artes,12,6,2025,1,0,0
19,2.13,0,15.22,27,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,4,2024,1,0,0
19,3.08,2,3.16,30,Mujer,Soltero,Urbana,Sucre,Primaria,Bachillerato,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",9,2,2024,0,0,0
15,2.89,1,13.5,56,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,6,2,2023,1,1,1
19,2.83,2,4.32,61,Mujer,Soltero,Rural,Norte de Santander,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,2,2024,0,0,0
21,3.5,2,7.77,67,Hombre,Soltero,Urbana,Risaralda,Tecnico,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",8,2,2025,0,0,0
24,3.29,0,5.15,67,Mujer,Soltero,Urbana,Antioquia,Universitario,Tecnico,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",3,2,2024,1,0,0
20,4.59,0,12.6,60,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Bachillerato,Privado,Tecnico profesional,Presencial,"Agronomia, veterinaria y afines",5,1,2021,1,0,0
19,3.52,0,3.09,64,Hombre,Soltero,Rural,Norte de Santander,Ninguno,Tecnico,Publico,Tecnologico,Presencial,Ciencias de la educacion,7,6,2024,0,0,0
25,2.79,2,11.15,45,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",3,2,2025,1,0,0
15,4.37,0,8.36,97,Mujer,Soltero,Urbana,Santander,Universitario,Bachillerato,Privado,Universitario,Presencial,Matematicas y ciencias naturales,11,2,2025,0,0,0
28,2.69,6,6.97,43,Hombre,Soltero,Rural,Meta,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,3,2023,1,0,0
20,2.53,1,6.48,60,Mujer,Soltero,Rural,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,5,2023,0,0,0
19,4.31,0,6.63,85,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Virtual,Ciencias de la salud,3,3,2023,1,0,0
22,3.49,2,2.71,55,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Primaria,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",2,3,2024,1,0,0
15,2.77,2,17.35,41,Mujer,Soltero,Urbana,Bolívar,Bachillerato,Universitario,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",1,2,2025,0,1,0
24,3.81,0,16.8,66,Mujer,Casado,Urbana,Bogotá D.C.,Primaria,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,1,2024,0,0,0
17,3.99,1,3.0,55,Hombre,Casado,Urbana,Córdoba,Primaria,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,10,3,2021,0,0,0
28,3.05,1,1.48,64,Mujer,Soltero,Urbana,Chocó,Ninguno,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,4,3,2023,0,0,1
21,2.19,3,7.06,31,Mujer,Soltero,Rural,Bogotá D.C.,Bachillerato,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,3,2021,0,0,0
19,3.74,0,17.17,58,Hombre,Casado,Urbana,Cesar,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,4,2025,1,1,0
20,3.02,3,10.18,60,Hombre,Union libre,Urbana,Nariño,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,2,2022,1,1,0
15,2.87,2,32.69,41,Hombre,Soltero,Urbana,Caldas,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,1,2025,1,1,0
20,3.16,1,2.76,54,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,2,2025,1,0,0
18,4.63,0,5.13,80,Mujer,Casado,Urbana,Bogotá D.C.,Universitario,Bachillerato,Publico,Tecnologico,Virtual,Ciencias sociales y humanas,10,2,2025,1,0,0
18,3.95,1,30.53,66,Hombre,Soltero,Urbana,Norte de Santander,Ninguno,Universitario,Privado,Universitario,Presencial,Ciencias de la educacion,10,2,2023,0,0,0
15,2.5,2,3.31,49,Mujer,Casado,Urbana,Bolívar,Universitario,Universitario,Publico,Tecnologico,Presencial,Bellas artes,6,2,2023,0,1,1
22,3.71,0,4.9,57,Hombre,Soltero,Rural,Santander,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,5,2022,0,0,0
20,3.71,0,4.25,66,Hombre,Soltero,Urbana,Santander,Bachillerato,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,2,1,2023,0,1,0
23,4.02,0,1.54,53,Hombre,Union libre,Urbana,Valle del Cauca,Primaria,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",2,5,2023,0,0,0
24,2.91,0,3.22,63,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Tecnico,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2024,1,1,0
21,4.08,0,12.86,84,Mujer,Soltero,Urbana,Córdoba,Primaria,Universitario,Publico,Universitario,Presencial,Ciencias de la educacion,8,3,2023,0,0,1
19,3.18,0,7.29,49,Hombre,Soltero,Urbana,Caldas,Primaria,Tecnico,Publico,Universitario,Presencial,Ciencias de la educacion,9,2,2024,1,0,0
21,3.67,0,12.2,32,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,3,2022,0,0,0
21,3.29,2,6.96,54,Hombre,Otro,Urbana,Bolívar,Primaria,Ninguno,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,1,2025,0,0,0
21,3.38,0,4.95,49,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Publico,Universitario,Presencial,Ciencias sociales y humanas,2,1,2022,1,0,0
19,2.65,3,4.8,42,Hombre,Soltero,Urbana,Cauca,Bachillerato,Primaria,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",1,4,2022,0,0,0
16,2.48,3,1.19,38,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Publico,Universitario,Presencial,Ciencias sociales y humanas,5,1,2024,1,1,0
18,3.35,1,9.09,38,Mujer,Soltero,Rural,Bogotá D.C.,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",6,3,2025,0,0,0
18,3.31,0,15.61,56,Hombre,Soltero,Rural,Valle del Cauca,Tecnico,Ninguno,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",2,2,2024,0,0,0
17,3.19,1,3.8,62,Mujer,Soltero,Rural,Putumayo,Tecnico,Bachillerato,Publico,Universitario,Virtual,"Agronomia, veterinaria y afines",5,3,2024,0,0,0
19,3.09,4,13.34,56,Hombre,Union libre,Urbana,Norte de Santander,Bachillerato,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,3,2025,0,0,1
20,2.33,3,0.92,47,Hombre,Union libre,Urbana,Tolima,Primaria,Primaria,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,12,4,2022,0,0,1
22,4.98,0,14.99,90,Hombre,Soltero,Urbana,Antioquia,Ninguno,Bachillerato,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,9,2,2023,1,0,0
17,3.07,3,7.75,32,Hombre,Soltero,Urbana,Atlántico,Universitario,Primaria,Publico,Universitario,Virtual,Bellas artes,12,4,2022,1,0,0
20,4.35,0,12.33,81,Mujer,Soltero,Rural,Huila,Universitario,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2024,0,0,1
25,2.5,2,3.27,24,Mujer,Union libre,Urbana,Risaralda,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2024,0,0,0
25,3.54,0,6.56,80,Mujer,Soltero,Urbana,Huila,Ninguno,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,1,2024,1,0,0
21,4.11,1,7.03,80,Hombre,Otro,Urbana,Nariño,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,2,2025,0,0,0
19,3.09,1,4.98,74,Hombre,Soltero,Rural,Valle del Cauca,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,1,2022,0,0,0
21,3.72,1,25.95,48,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,5,2025,0,0,0
15,2.63,2,14.18,55,Hombre,Soltero,Urbana,Santander,Universitario,Ninguno,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",11,2,2022,1,1,0
17,2.56,1,33.72,27,Hombre,Union libre,Urbana,Atlántico,Ninguno,Tecnico,Publico,Tecnologico,Presencial,"Agronomia, veterinaria y afines",3,4,2022,0,0,0
20,4.4,0,3.74,85,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Bachillerato,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",8,3,2025,0,0,0
18,4.33,0,17.47,82,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Universitario,Privado,Tecnologico,Presencial,Matematicas y ciencias naturales,6,2,2022,0,0,0
17,3.66,1,29.67,67,Hombre,Soltero,Urbana,Norte de Santander,Universitario,Bachillerato,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,1,2021,0,0,0
17,3.44,1,9.18,58,Mujer,Soltero,Urbana,Norte de Santander,Universitario,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,3,2,2022,1,0,0
15,4.34,0,1.86,88,Mujer,Soltero,Urbana,Tolima,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,10,2,2021,0,0,1
25,3.02,2,9.13,83,Mujer,Soltero,Urbana,Antioquia,Primaria,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,2,2021,0,1,0
15,3.32,2,37.81,58,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2023,0,1,0
17,3.02,1,5.98,19,Mujer,Soltero,Urbana,Cundinamarca,Posgrado,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,5,1,2025,0,0,1
18,3.49,0,12.32,65,Mujer,Soltero,Urbana,Caldas,Bachillerato,Universitario,Publico,Tecnico profesional,Virtual,"Economia, administracion, contaduria y afines",12,4,2024,0,1,0
23,3.08,2,1.7,42,Hombre,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",2,3,2025,0,0,0
20,2.48,3,2.3,27,Hombre,Soltero,Urbana,Atlántico,Ninguno,Ninguno,Publico,Universitario,Distancia tradicional,Ciencias sociales y humanas,12,1,2021,1,1,0
19,2.77,0,4.1,53,Mujer,Soltero,Urbana,Cauca,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,2,2023,0,0,1
20,1.65,4,5.42,29,Mujer,Soltero,Urbana,Antioquia,Tecnico,Universitario,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2023,0,1,1
24,4.1,0,4.61,82,Hombre,Soltero,Urbana,Huila,Bachillerato,Bachillerato,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",8,3,2024,1,0,1
22,4.05,0,11.44,56,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias de la salud,12,3,2021,0,0,0
19,2.67,2,4.67,61,Mujer,Soltero,Urbana,Córdoba,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Bellas artes,12,4,2024,1,0,0
16,3.8,1,8.71,79,Mujer,Soltero,Urbana,Cauca,Bachillerato,Tecnico,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",7,2,2025,1,1,0
17,2.67,2,9.76,44,Hombre,Soltero,Urbana,Boyacá,Primaria,Bachillerato,Publico,Tecnologico,Virtual,Ciencias de la salud,11,2,2023,0,1,0
20,4.29,1,7.18,100,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",7,4,2024,1,0,0
20,3.81,0,4.41,65,Mujer,Union libre,Rural,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",3,5,2023,0,0,0
16,3.38,1,1.75,52,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Universitario,Privado,Universitario,Presencial,Ciencias de la salud,7,1,2021,1,0,0
25,3.48,1,23.32,64,Hombre,Soltero,Urbana,Cundinamarca,Ninguno,Posgrado,Privado,Universitario,Presencial,Ciencias de la salud,3,1,2022,1,0,0
15,3.71,2,6.97,83,Hombre,Otro,Urbana,Cundinamarca,Posgrado,Primaria,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,1,2022,0,0,0
20,2.1,3,2.73,39,Mujer,Soltero,Urbana,Santander,Primaria,Tecnico,Publico,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",9,1,2024,0,1,0
16,3.68,0,9.27,90,Mujer,Soltero,Urbana,Antioquia,Universitario,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2023,0,0,1
20,3.07,2,5.11,51,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",6,1,2022,0,0,1
24,3.72,1,7.05,99,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,4,2,2025,0,1,0
22,3.62,1,13.4,58,Mujer,Soltero,Urbana,Cundinamarca,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",1,1,2022,0,1,1
18,3.67,2,4.19,59,Hombre,Casado,Rural,Bogotá D.C.,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",1,3,2022,1,0,0
19,2.58,2,1.4,39,Hombre,Soltero,Urbana,Córdoba,Ninguno,Tecnico,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,10,3,2022,0,1,0
22,3.38,1,10.82,78,Hombre,Soltero,Urbana,Meta,Bachillerato,Primaria,Privado,Tecnologico,Distancia tradicional,Ciencias de la educacion,6,2,2023,1,0,0
15,3.43,1,19.3,38,Hombre,Soltero,Urbana,Nariño,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",7,6,2024,0,0,0
20,3.26,0,51.21,41,Hombre,Soltero,Urbana,Córdoba,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",12,5,2024,0,0,0
22,3.64,0,2.48,74,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",5,2,2023,0,0,0
17,3.98,0,6.39,73,Hombre,Soltero,Rural,Casanare,Bachillerato,Tecnico,Publico,Tecnologico,Distancia tradicional,Matematicas y ciencias naturales,2,1,2024,0,1,0
23,3.33,1,9.26,44,Mujer,Soltero,Rural,Bogotá D.C.,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la educacion,3,3,2023,1,1,0
20,2.61,2,29.9,42,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",10,4,2025,0,0,0
16,3.09,3,2.48,58,Mujer,Soltero,Rural,Sucre,Ninguno,Ninguno,Publico,Universitario,Distancia tradicional,Matematicas y ciencias naturales,5,1,2025,0,1,0
18,3.95,0,4.14,67,Mujer,Casado,Urbana,Valle del Cauca,Universitario,Tecnico,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",8,2,2022,0,0,1
15,2.38,0,0.99,22,Mujer,Casado,Rural,Bolívar,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",1,1,2024,1,0,0
20,4.23,0,39.81,66,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Universitario,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,3,4,2022,0,0,0
17,3.32,0,6.21,47,Hombre,Soltero,Rural,Norte de Santander,Bachillerato,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,3,2022,1,0,0
24,3.8,2,10.86,71,Hombre,Soltero,Urbana,Cundinamarca,Tecnico,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la salud,10,3,2021,0,0,0
25,3.29,0,7.79,66,Hombre,Soltero,Urbana,Valle del Cauca,Primaria,Primaria,Privado,Universitario,Distancia tradicional,Ciencias de la salud,10,1,2025,1,0,1
19,3.62,2,3.27,56,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",2,4,2024,1,0,0
22,2.46,1,4.19,48,Hombre,Soltero,Rural,Nariño,Tecnico,Primaria,Privado,Universitario,Distancia tradicional,Ciencias de la educacion,10,2,2025,1,1,0
19,3.13,0,13.87,34,Mujer,Soltero,Urbana,Atlántico,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,4,2024,0,0,0
23,3.6,1,78.81,51,Mujer,Soltero,Urbana,Magdalena,Bachillerato,Universitario,Publico,Tecnologico,Distancia tradicional,Bellas artes,5,6,2022,1,0,0
23,3.26,3,1.48,63,Hombre,Soltero,Urbana,Bolívar,Posgrado,Primaria,Privado,Tecnologico,Presencial,Ciencias de la salud,4,2,2025,1,0,0
23,2.83,0,28.46,44,Mujer,Soltero,Urbana,Caquetá,Primaria,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,4,5,2022,0,0,0
20,2.26,1,11.89,41,Hombre,Soltero,Urbana,Cundinamarca,Ninguno,Tecnico,Privado,Universitario,Presencial,Ciencias sociales y humanas,3,2,2022,0,0,0
20,3.42,0,15.11,63,Mujer,Soltero,Rural,Norte de Santander,Bachillerato,Tecnico,Publico,Tecnologico,Distancia tradicional,Ciencias de la salud,1,2,2022,0,0,0
19,4.17,0,24.32,63,Mujer,Soltero,Urbana,Bolívar,Tecnico,Universitario,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",2,4,2024,0,0,0
17,3.76,1,26.89,87,Mujer,Soltero,Urbana,Arauca,Universitario,Primaria,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",11,3,2023,0,0,0
17,4.29,0,61.01,87,Mujer,Soltero,Urbana,Antioquia,Tecnico,Universitario,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",10,5,2023,0,0,0
18,2.52,1,7.44,20,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Posgrado,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",7,3,2024,1,0,1
20,2.31,3,1.43,37,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Tecnico,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,3,2023,1,1,0
19,2.53,2,9.76,34,Hombre,Soltero,Urbana,Magdalena,Posgrado,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",2,4,2023,0,0,1
23,4.0,1,7.22,66,Mujer,Soltero,Urbana,Cesar,Tecnico,Primaria,Privado,Universitario,Presencial,Matematicas y ciencias naturales,3,2,2022,0,0,0
19,4.65,0,23.09,82,Hombre,Union libre,Urbana,Caldas,Ninguno,Universitario,Privado,Universitario,Presencial,Bellas artes,12,2,2024,0,0,1
15,3.14,1,58.9,51,Mujer,Soltero,Rural,Sucre,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2025,0,0,0
19,3.19,1,4.51,61,Hombre,Soltero,Urbana,Córdoba,Universitario,Bachillerato,Publico,Universitario,Presencial,Bellas artes,7,3,2024,1,0,1
21,4.36,0,23.14,98,Hombre,Casado,Urbana,Boyacá,Ninguno,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,7,2,2024,1,1,0
23,2.8,3,41.42,48,Hombre,Soltero,Urbana,Chocó,Primaria,Tecnico,Publico,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",1,4,2021,0,0,0
20,2.55,2,8.46,42,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Publico,Tecnologico,Distancia tradicional,Bellas artes,8,4,2024,1,0,0
19,3.14,2,6.06,30,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Posgrado,Privado,Universitario,Presencial,Ciencias de la salud,1,3,2024,0,0,0
15,2.63,4,32.54,35,Mujer,Soltero,Urbana,Huila,Bachillerato,Bachillerato,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",7,2,2023,1,0,0
15,3.73,0,15.17,49,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias de la educacion,10,2,2023,1,0,0
18,3.78,1,3.92,67,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,4,2022,0,1,0
20,3.77,0,7.63,63,Hombre,Union libre,Urbana,Caldas,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,1,2024,1,0,0
16,3.43,2,11.25,74,Mujer,Casado,Urbana,Cundinamarca,Universitario,Posgrado,Privado,Universitario,Presencial,Matematicas y ciencias naturales,11,5,2024,0,0,1
21,3.38,1,18.62,51,Hombre,Soltero,Urbana,Córdoba,Tecnico,Tecnico,Publico,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",7,2,2023,0,0,0
21,3.3,2,3.87,68,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Posgrado,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,4,2024,0,0,0
24,3.36,3,8.69,39,Hombre,Soltero,Urbana,Risaralda,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,2,2022,1,1,0
22,3.6,0,9.31,46,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",2,4,2022,0,1,0
18,4.02,1,2.69,64,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Tecnologico,Virtual,Ciencias de la salud,7,2,2021,1,0,0
17,4.15,0,2.86,68,Mujer,Soltero,Rural,Bogotá D.C.,Primaria,Universitario,Publico,Universitario,Presencial,Ciencias de la salud,5,3,2023,1,0,1
19,3.35,0,3.28,62,Mujer,Soltero,Urbana,Boyacá,Bachillerato,Bachillerato,Publico,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",6,4,2025,1,1,0
23,4.27,0,3.72,86,Mujer,Otro,Urbana,Bogotá D.C.,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias de la salud,1,2,2023,0,0,0
24,3.1,0,12.7,78,Hombre,Soltero,Urbana,Putumayo,Primaria,Primaria,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",12,4,2024,0,0,0
17,3.61,1,24.01,47,Mujer,Soltero,Urbana,La Guajira,Primaria,Bachillerato,Publico,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,3,2021,1,0,1
